,Invoice/Item Number,Date,Store Number,Store Name,Address,City,Zip Code,Store Location,County Number,County,Category,Category Name,Vendor Number,Vendor Name,Item Number,Item Description,Pack,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Volume Sold (Gallons)
5906,INV-24291900017,02-01-2020,4405,KUM & GO #92 / ANKENY,1025 E  1st St,Ankeny,50021,POINT (-93.58166 41.731869),77,POLK,1062200,White Rum,35,BACARDI USA INC,43126,Bacardi Superior,12,750,8.26,12.39,2,24.78,1.5,0.39
5907,INV-24307700071,02-01-2020,2642,Hy-Vee Wine and Spirits / Pella,512 E Oskaloosa,Pella,50219,POINT (-92.899277 41.396961000000005),63,MARION,1031200,American Flavored Vodka,260,DIAGEO AMERICAS,77842,Smirnoff Strawberry,12,750,8.25,12.38,24,297.12,18,4.75
5908,INV-24305000025,02-01-2020,5868,Brothers Market / Bloomfield,207 E Locust St,Bloomfield,52537,POINT (-92.412847 40.752691),26,DAVIS,1051100,American Brandies,434,LUXCO INC,55086,Paramount Blackberry Brandy,12,750,5.48,8.22,3,24.66,2.25,0.59
5909,INV-24292200012,02-01-2020,5564,Casey's General Store #2785 / Ankeny,1602 W 1st St,Ankeny,50023,POINT (-93.621965 41.731846),77,POLK,1082200,Imported Schnapps,260,DIAGEO AMERICAS,69940,Rumple Minze Peppermint Schnapps Liqueur Mini,12,50,13.5,20.25,1,20.25,0.05,0.01
5910,INV-24294400005,02-01-2020,2505,Hy-Vee Wine and Spirits / Boone,1111  8TH ST,Boone,50036,POINT (-93.876107 42.063831),8,BOONE,1011400,Tennessee Whiskies,85,Brown Forman Corp.,26828,Jack Daniels Old #7 Black Label,6,1750,30.68,46.02,6,276.12,10.5,2.77
5911,INV-24311400053,02-01-2020,2522,Hy-Vee Wine and Spirits / Spirit Lake,Hwy 9 & 71,Spirit Lake,51360,POINT (-93.619787 41.60566),30,DICKINSON,1062400,Spiced Rum,395,PROXIMO,46504,Kraken Black Spiced Rum,12,750,10.45,15.68,2,31.36,1.5,0.39
5912,INV-24299200026,02-01-2020,4453,SID'S GAS and GROCERIES,"1116, Hwy 69 South",Forest City,50436,POINT (-93.637202 43.24898100000001),95,WINNEBAGO,1011600,Straight Rye Whiskies,255,Infinium Spirits,27102,Templeton 4YR Rye,6,750,18.09,27.14,1,27.14,0.75,0.19
5913,INV-24304700025,02-01-2020,5078,Casey's General Store #2096 / Counci,2301 S 24th St,Council Bluffs,51501,POINT (-95.879335 41.238763),78,POTTAWATTA,1062400,Spiced Rum,260,DIAGEO AMERICAS,43338,Captain Morgan Original Spiced,6,1750,18,27,12,324,21,5.54
5914,INV-24295700025,02-01-2020,5636,Big Discount Liquor,5427  Center Point Rd,Cedar Rapids,52402,POINT (-93.619787 41.60566),57,LINN,1011400,Tennessee Whiskies,85,Brown Forman Corp.,26826,Jack Daniels Old #7 Black Label,12,750,15.57,23.36,4,93.44,3,0.79
5915,INV-24309300037,02-01-2020,3525,Wines and Spirits,106 W 2nd St,Washington,52353,POINT (-91.692214 41.300399),92,WASHINGTON,1022200,100% Agave Tequila,255,Infinium Spirits,89242,Corralejo Reposado,6,750,15,22.5,2,45,1.5,0.39
5916,INV-24296100022,02-01-2020,3628,Wal-Mart 1528 / Cedar Rapids,2645 Blairs Ferry Rd NE,Cedar Rapids,52402,POINT (-91.680734 42.034748),57,LINN,1031100,American Vodkas,297,Laird & Company,35918,Five O'Clock Vodka,6,1750,7.2,10.8,12,129.6,21,5.54
5917,INV-24300800017,02-01-2020,5655,One Stop Shop #3 / Algona,220 S Phillips St,Algona,50511,POINT (-94.226877 43.06732),55,KOSSUTH,1012100,Canadian Whiskies,259,Heaven Hill Brands,11786,Black Velvet PET,12,750,5.23,7.85,12,94.2,9,2.37
5918,INV-24306800088,02-01-2020,2543,Hy-Vee Food Store #1 / Ottumwa,1025 North Quincy Ave,Ottumwa,52501,POINT (-92.438463 41.01558),90,Wapello,1081400,American Schnapps,65,Jim Beam Brands,82626,Dekuyper Cherry Pucker,12,750,6.5,9.75,12,117,9,2.37
5919,INV-24294000058,02-01-2020,2521,Hy-Vee Food and Drug / Grand / WDM,1990 Grand Avenue,West Des Moines,50265,POINT (-93.73162 41.571127),77,POLK,1011200,Straight Bourbon Whiskies,259,Heaven Hill Brands,17127,Cabin Still Str Bourbon,12,1000,5,7.5,12,90,12,3.17
5920,INV-24314800016,02-01-2020,4941,Kum & Go #170 / Urbandale,6990 Douglas Ave,Urbandale,50322,POINT (-93.711902 41.629415),77,POLK,1012100,Canadian Whiskies,259,Heaven Hill Brands,11774,Black Velvet,24,375,3.07,4.61,6,27.66,2.25,0.59
5921,INV-24303100038,02-01-2020,4312,I-80 Liquor / Council Bluffs,2411 S 24TH ST #1,Council Bluffs,51501,POINT (-95.8792 41.238092),78,POTTAWATTA,1062500,Flavored Rum,35,BACARDI USA INC,43137,Bacardi Limon,12,1000,9.5,14.25,12,171,12,3.17
5922,INV-24310800083,02-01-2020,3390,Okoboji Avenue Liquor,1610 Okoboji Avenue,Milford,51351,POINT (-95.149955 43.331525),30,DICKINSON,1012100,Canadian Whiskies,434,LUXCO INC,13036,Canadian Reserve Whisky,12,750,4.26,6.39,1,6.39,0.75,0.19
5923,INV-24306200048,02-01-2020,4296,Circle B Market,111 Main St,Keosauqua,52565,POINT (-91.962466 40.7294),89,VAN BUREN,1062100,Gold Rum,434,LUXCO INC,45247,Paramount Gold Rum,12,1000,4.42,6.63,2,13.26,2,0.52
5924,INV-24292400014,02-01-2020,5565,Casey's General Store #2689 / Ankeny,1310 NW 18th St,Ankeny,50023,POINT (-93.616799 41.746362),77,POLK,1012100,Canadian Whiskies,260,DIAGEO AMERICAS,10807,Crown Royal Regal Apple,12,750,15.59,23.39,4,93.56,3,0.79
5925,INV-24305400067,02-01-2020,2584,Hy-Vee Food Store / Fort Madison,2606 Avenue L,Fort Madison,52627,POINT (-91.343544 40.626988),56,LEE,1081300,American Cordials & Liqueur,434,LUXCO INC,85606,Paramount Blue Curacao,12,750,5,7.5,3,22.5,2.25,0.59
5926,INV-24310600013,02-01-2020,2565,Hy-Vee Food Store #1636 / Spencer,819 N Grand Ave,Spencer,51301,POINT (-95.14506 43.145897),21,CLAY,1012100,Canadian Whiskies,260,DIAGEO AMERICAS,10834,Crown Royal Black,24,375,8.25,12.38,3,37.14,1.12,0.29
5927,INV-24295500012,02-01-2020,4634,Kwik Shop #565 / Cedar Rapids,"4201, Center Point Rd NE",Cedar Rapids,52402,POINT (-91.665659 42.021931),57,LINN,1011100,Blended Whiskies,297,Laird & Company,23826,Five Star,12,750,3.5,5.25,3,15.75,2.25,0.59
5928,INV-24293900157,02-01-2020,2648,Hy-Vee #4 / WDM,555 S 51st St,West Des Moines,50265,POINT (-93.773557 41.561197),77,POLK,1011200,Straight Bourbon Whiskies,65,Jim Beam Brands,20248,Old Crow,6,1750,10.5,15.75,6,94.5,10.5,2.77
5929,INV-24291800056,02-01-2020,3656,Target Store T-1767 / Ankeny,2135 SE Delaware Ave,Ankeny,50021,POINT (-93.581201 41.708563),77,POLK,1011200,Straight Bourbon Whiskies,65,Jim Beam Brands,19068,Jim Beam,6,1750,21,31.5,6,189,10.5,2.77
5930,INV-24311400063,02-01-2020,2522,Hy-Vee Wine and Spirits / Spirit Lake,Hwy 9 & 71,Spirit Lake,51360,POINT (-93.619787 41.60566),30,DICKINSON,1082000,Imported Cordials & Liqueurs,421,SAZERAC COMPANY  INC,64816,Romana Black Sambuca,12,750,13.57,20.36,1,20.36,0.75,0.19
5931,INV-24311000071,02-01-2020,5068,Tobacco Shop / Arnolds Park,612 S Highway 71,Arnolds Park,51331,POINT (-95.14027400000002 43.361577),30,DICKINSON,1701100,Temporary & Specialty Packages,130,DISARONNO INTERNATIONAL,3121,Disaronno Amaretto w/2 Flutes,6,750,13.86,20.79,1,20.79,0.75,0.19
5932,INV-24291100021,02-01-2020,2673,Hy-Vee # 6/ Des Moines,420 Court Ave,Des Moines,50309,POINT (-93.62245400000002 41.584842),77,POLK,1011200,Straight Bourbon Whiskies,65,Jim Beam Brands,19066,Jim Beam,12,750,10.5,15.75,12,189,9,2.37
5933,INV-24310600119,02-01-2020,2565,Hy-Vee Food Store #1636 / Spencer,819 N Grand Ave,Spencer,51301,POINT (-95.14506 43.145897),21,CLAY,1071100,Cocktails /RTD,395,PROXIMO,58860,Jose Cuervo Authentic Mango Margarita,6,1750,8.74,13.11,6,78.66,10.5,2.77
5934,INV-24313700010,02-01-2020,4675,Kum & Go #113 / Ames,2801 E 13th St,Ames,50010,POINT (-93.575702 42.034562),85,STORY,1012100,Canadian Whiskies,55,SAZERAC NORTH AMERICA,12404,Canadian Ltd Whisky,24,375,2.05,3.08,6,18.48,2.25,0.59
5935,INV-24290900068,02-01-2020,2501,Hy-Vee  #2 / Ames,640 Lincolnway,Ames,50010,POINT (-93.619455 42.022848),85,STORY,1062300,Aged Dark Rum,260,DIAGEO AMERICAS,42777,Ron Zacapa 23YR,6,750,22.5,33.75,6,202.5,4.5,1.18
5936,INV-24297000084,02-01-2020,3952,Lot-A-Spirits,3780 State St,Bettendorf,52722,POINT (-90.48065 41.529655),82,SCOTT,1031100,American Vodkas,55,SAZERAC NORTH AMERICA,35317,Barton Vodka,12,1000,3.97,5.96,120,715.2,120,31.7
5937,INV-24292600046,02-01-2020,4404,KUM & GO #292 / Ankeny,1825 N Ankeny Blvd,Ankeny,50021,POINT (-93.619787 41.60566),77,POLK,1062400,Spiced Rum,260,DIAGEO AMERICAS,43334,Captain Morgan Original Spiced,24,375,5,7.5,8,60,3,0.79
5938,INV-24297100052,02-01-2020,5071,Jeff's Market / Durant,408 6th Ave,Durant,52747,POINT (-90.911744 41.600606),16,CEDAR,1031200,American Flavored Vodka,380,Phillips Beverage,41693,UV Blue Raspberry,12,750,6.5,9.75,6,58.5,4.5,1.18
5939,INV-24295800034,02-01-2020,2605,Hy-Vee Drugstore #5 / Cedar Rapids,2001 Blairs Ferry Road NE,Cedar Rapids,52402,POINT (-91.668909 42.034799),57,LINN,1031100,American Vodkas,260,DIAGEO AMERICAS,39868,Smirnoff 100prf,6,1750,16,24,6,144,10.5,2.77
5940,INV-24292000007,02-01-2020,4397,Quik Trip #514 / Ankeny,802 E 1st St,Ankeny,50021,POINT (-93.586368 41.731862),77,POLK,1051100,American Brandies,205,E & J Gallo Winery,52593,E & J VS,24,200,2,3,3,9,0.6,0.15
5941,INV-24294900092,02-01-2020,2647,Hy-Vee #7 / Cedar Rapids,5050 Edgewood Rd,Cedar Rapids,52411,POINT (-91.701581 42.030129),57,LINN,1032200,Imported Flavored Vodka,370,PERNOD RICARD USA,35354,Absolut Mango,12,750,9.99,14.99,2,29.98,1.5,0.39
5942,INV-24295200097,02-01-2020,2590,Hy-Vee Food Store #5 / Cedar Rapids,3235 Oakland Road NE,Cedar Rapids,52402,POINT (-91.658105 42.010971),57,LINN,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,86887,Southern Comfort,12,1000,12.97,19.46,12,233.52,12,3.17
5943,INV-24310600164,02-01-2020,2565,Hy-Vee Food Store #1636 / Spencer,819 N Grand Ave,Spencer,51301,POINT (-95.14506 43.145897),21,CLAY,1081400,American Schnapps,65,Jim Beam Brands,82866,Dekuyper Watermelon Pucker,12,750,6.5,9.75,4,39,3,0.79
5944,INV-24302900004,02-01-2020,4312,I-80 Liquor / Council Bluffs,2411 S 24TH ST #1,Council Bluffs,51501,POINT (-95.8792 41.238092),78,POTTAWATTA,1032200,Imported Flavored Vodka,260,DIAGEO AMERICAS,64752,Ciroc Red Berry,12,1000,22.75,34.13,3,102.39,3,0.79
5945,INV-24306100025,02-01-2020,2555,Hy-Vee Food Store / Keokuk,3111 Main,Keokuk,52632,POINT (-91.403752 40.41538),56,LEE,1011100,Blended Whiskies,297,Laird & Company,23826,Five Star,12,750,3.5,5.25,12,63,9,2.37
5946,INV-24313000042,02-01-2020,4015,Wal-Mart 0749 / Ames,3015 Grand Ave,Ames,50010,POINT (-93.62068300000001 42.05242),85,STORY,1031100,American Vodkas,55,SAZERAC NORTH AMERICA,36648,Caliber Vodka,12,750,3.31,4.97,24,119.28,18,4.75
5947,INV-24302700002,02-01-2020,4629,Kwik Shop #541 / Glenwood,309 N Locust St,Glenwood,51534,POINT (-95.744909 41.050184),65,MILLS,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,50,30,45,1,45,0.05,0.01
5948,INV-24302600015,02-01-2020,5671,Russ's Market #30,900 S Locust,Glenwood,51534,POINT (-95.745944 41.038205),65,MILLS,1012400,Irish Whiskies,370,PERNOD RICARD USA,15626,Jameson,12,750,16.49,24.74,12,296.88,9,2.37
5949,INV-24306800017,02-01-2020,2543,Hy-Vee Food Store #1 / Ottumwa,1025 North Quincy Ave,Ottumwa,52501,POINT (-92.438463 41.01558),90,Wapello,1011100,Blended Whiskies,65,Jim Beam Brands,22783,Beams 8 Star Bl Whiskey,48,200,1.31,1.97,8,15.76,1.6,0.42
5950,INV-24304000005,02-01-2020,4743,Family Fare #791,1801 Valley View Dr,Council Bluffs,51503,POINT (-95.81877500000002 41.24394),78,POTTAWATTA,1011400,Tennessee Whiskies,85,Brown Forman Corp.,26826,Jack Daniels Old #7 Black Label,12,750,15.57,23.36,12,280.32,9,2.37
5951,INV-24292700013,02-01-2020,4810,Kum & Go #518 / Ankeny,3603 NE Otterview Circle,Ankeny,50021,POINT (-93.572458 41.760989),77,POLK,1011200,Straight Bourbon Whiskies,65,Jim Beam Brands,19476,Makers Mark,12,750,17.5,26.25,3,78.75,2.25,0.59
5952,INV-24309400009,02-01-2020,3525,Wines and Spirits,106 W 2nd St,Washington,52353,POINT (-91.692214 41.300399),92,WASHINGTON,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64865,Fireball Cinnamon Whiskey PET,12,750,8.98,13.47,12,161.64,9,2.37
5953,INV-24306200017,02-01-2020,4296,Circle B Market,111 Main St,Keosauqua,52565,POINT (-91.962466 40.7294),89,VAN BUREN,1011100,Blended Whiskies,260,DIAGEO AMERICAS,25608,Seagrams 7 Crown,6,1750,12.96,19.44,1,19.44,1.75,0.46
5954,INV-24303300020,02-01-2020,5628,Super Convenience Store,2547 2nd Ave,Council Bluffs,51501,POINT (-95.88406 41.25979300000001),78,POTTAWATTA,1081400,American Schnapps,55,SAZERAC NORTH AMERICA,84172,99 Bananas Mini,10,50,6,9,20,180,1,0.26
5955,INV-24302000007,02-01-2020,5245,Best Trip,"1516, SE  1st St",Des Moines,50315,POINT (-93.613469 41.57592900000001),77,POLK,1032200,Imported Flavored Vodka,260,DIAGEO AMERICAS,64711,Ciroc Peach,12,375,9.25,13.88,2,27.76,0.75,0.19
5956,INV-24290400035,02-01-2020,2502,Hy-Vee Wine and Spirits / Ankeny,410 North Ankeny Blvd,Ankeny,50021,POINT (-93.619787 41.60566),77,POLK,1081100,Coffee Liqueurs,370,PERNOD RICARD USA,67526,Kahlua Coffee,12,750,12.49,18.74,12,224.88,9,2.37
5957,INV-24311400080,02-01-2020,2522,Hy-Vee Wine and Spirits / Spirit Lake,Hwy 9 & 71,Spirit Lake,51360,POINT (-93.619787 41.60566),30,DICKINSON,1031200,American Flavored Vodka,260,DIAGEO AMERICAS,77740,Smirnoff Raspberry,12,750,8.25,12.38,2,24.76,1.5,0.39
5958,INV-24294000079,02-01-2020,2521,Hy-Vee Food and Drug / Grand / WDM,1990 Grand Avenue,West Des Moines,50265,POINT (-93.73162 41.571127),77,POLK,1032200,Imported Flavored Vodka,115,CONSTELLATION BRANDS INC,33658,Svedka Mango Pineapple,12,750,8.75,13.13,12,148.56,9,2.37
5959,INV-24293600056,02-01-2020,2620,Hy-Vee / Windsor Heights,7101 University Ave,Windsor Heights,50311,POINT (-93.619787 41.60566),77,Polk,1031200,American Flavored Vodka,259,Heaven Hill Brands,40053,Deep Eddy Lemon,12,750,8.5,12.75,4,51,3,0.79
5960,INV-24309500005,02-01-2020,3525,Wines and Spirits,106 W 2nd St,Washington,52353,POINT (-91.692214 41.300399),92,WASHINGTON,1031100,American Vodkas,260,DIAGEO AMERICAS,37997,Smirnoff 80prf,12,1000,9.25,13.88,4,55.52,4,1.05
5961,INV-24306800002,02-01-2020,2543,Hy-Vee Food Store #1 / Ottumwa,1025 North Quincy Ave,Ottumwa,52501,POINT (-92.438463 41.01558),90,Wapello,1012200,Scotch Whiskies,260,DIAGEO AMERICAS,5346,Johnnie Walker Red,12,750,13.5,20.25,3,60.75,2.25,0.59
5962,INV-24295200118,02-01-2020,2590,Hy-Vee Food Store #5 / Cedar Rapids,3235 Oakland Road NE,Cedar Rapids,52402,POINT (-91.658105 42.010971),57,LINN,1012100,Canadian Whiskies,259,Heaven Hill Brands,11776,Black Velvet,12,750,5.23,7.85,12,94.2,9,2.37
5963,INV-24294000164,02-01-2020,2521,Hy-Vee Food and Drug / Grand / WDM,1990 Grand Avenue,West Des Moines,50265,POINT (-93.73162 41.571127),77,POLK,1011200,Straight Bourbon Whiskies,65,Jim Beam Brands,19064,Jim Beam,24,375,5.5,8.25,4,33,1.5,0.39
5964,INV-24290800121,02-01-2020,2500,Hy-Vee Food Store #1 / Ames,3800 W Lincoln Way,Ames,50010,POINT (-93.619787 41.60566),85,STORY,1051100,American Brandies,205,E & J Gallo Winery,52599,E & J VS Round,12,1000,7.24,10.86,2,21.72,2,0.52
5965,INV-24304500123,02-01-2020,3443,Super Saver Iv,1141 N Broadway,Council Bluffs,51503,POINT (-95.836515 41.270824),78,POTTAWATTA,1011100,Blended Whiskies,65,Jim Beam Brands,25878,Sunny Brook Blend Whiskey,6,1750,8,12,6,72,10.5,2.77
5966,INV-24296300021,02-01-2020,5418,Casey's General Store # 2780/Cedar Rapids,5555 Edgewood Rd NE,Cedar Rapids,52411,POINT (-91.701379 42.034054),57,LINN,1032100,Imported Vodkas,35,BACARDI USA INC,34433,Grey Goose,12,750,18.49,27.74,6,166.44,4.5,1.18
5967,INV-24303800086,02-01-2020,2629,Hy-Vee Food Store #2 / Council Bluffs,1745 Madison Ave,Council Bluffs,51503,POINT (-95.825137 41.242732),78,POTTAWATTA,1081300,American Cordials & Liqueur,322,Prestige Wine & Spirits Group,75218,Kinky Green Mini,6,50,4.84,7.26,6,43.56,0.3,0.07
5968,INV-24304700020,02-01-2020,5078,Casey's General Store #2096 / Counci,2301 S 24th St,Council Bluffs,51501,POINT (-95.879335 41.238763),78,POTTAWATTA,1062200,White Rum,35,BACARDI USA INC,43124,Bacardi Superior,24,375,4.5,6.75,24,162,9,2.37
5969,INV-24307200041,02-01-2020,2596,Hy-Vee Ottumwa#2,2453 North Court,Ottumwa,52501,POINT (-92.408085 41.049854),90,WAPELLO,1081600,Whiskey Liqueur,395,PROXIMO,86821,Old Camp Peach Pecan Whiskey,12,750,10.83,16.25,1,16.25,0.75,0.19
5970,INV-24295200044,02-01-2020,2590,Hy-Vee Food Store #5 / Cedar Rapids,3235 Oakland Road NE,Cedar Rapids,52402,POINT (-91.658105 42.010971),57,LINN,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64863,Fireball Cinnamon Whiskey,48,200,2.5,3.75,9,33.75,1.8,0.47
5971,INV-24293700034,02-01-2020,2619,Hy-Vee Wine and Spirits / WDM,1725  74th St,West Des Moines,50266,POINT (-93.808855 41.598515),77,POLK,1052100,Imported Brandies,420,MOET HENNESSY USA,48106,Hennessy VS,12,750,19.99,29.99,12,359.88,9,2.37
5972,INV-24300100019,02-01-2020,4899,Graettinger Market,"124, W Robins St",Graettinger,51342,POINT (-94.750949 43.237678),74,PALO ALTO,1031100,American Vodkas,301,FIFTH GENERATION INC,38176,Titos Handmade Vodka,12,750,10,15,4,57.84,3,0.79
5973,INV-24307800029,02-01-2020,3789,Wal-Mart 1393 / Oskaloosa,2203 A Avenue West,Oskaloosa,52577,POINT (-92.669924 41.298516),62,MAHASKA,1701100,Temporary & Specialty Packages,231,RS Lipman Company LLC,36356,Heroes Vodka,6,1750,10,15,6,90,10.5,2.77
5974,INV-24295200029,02-01-2020,2590,Hy-Vee Food Store #5 / Cedar Rapids,3235 Oakland Road NE,Cedar Rapids,52402,POINT (-91.658105 42.010971),57,LINN,1081200,Cream Liqueurs,300,McCormick Distilling Co.,65204,Tequila Rose Liqueur Mini,6,50,5,7.5,1,7.5,0.05,0.01
5975,INV-24314200001,02-01-2020,4804,Walgreens #07833 / Des Moines,3501 Ingersoll Ave,Des Moines,50312,POINT (-93.664571 41.586323),77,POLK,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64866,Fireball Cinnamon Whiskey,12,750,9,13.5,12,162,9,2.37
5976,INV-24305400011,02-01-2020,2584,Hy-Vee Food Store / Fort Madison,2606 Avenue L,Fort Madison,52627,POINT (-91.343544 40.626988),56,LEE,1011200,Straight Bourbon Whiskies,260,DIAGEO AMERICAS,17086,Bulleit Bourbon,12,750,16.5,24.75,2,49.5,1.5,0.39
5977,INV-24310800016,02-01-2020,3390,Okoboji Avenue Liquor,1610 Okoboji Avenue,Milford,51351,POINT (-95.149955 43.331525),30,DICKINSON,1062400,Spiced Rum,240,William Grant & Sons Inc,45888,Sailor Jerry Spiced Navy Rum,6,1750,19.25,28.88,6,173.28,10.5,2.77
5978,INV-24295700040,02-01-2020,5636,Big Discount Liquor,5427  Center Point Rd,Cedar Rapids,52402,POINT (-93.619787 41.60566),57,LINN,1081100,Coffee Liqueurs,370,PERNOD RICARD USA,67526,Kahlua Coffee,12,750,12.49,18.74,1,18.74,0.75,0.19
5979,INV-24295200080,02-01-2020,2590,Hy-Vee Food Store #5 / Cedar Rapids,3235 Oakland Road NE,Cedar Rapids,52402,POINT (-91.658105 42.010971),57,LINN,1062500,Flavored Rum,65,Jim Beam Brands,44476,Cruzan Coconut,12,750,7,10.5,2,21,1.5,0.39
5980,INV-24293900063,02-01-2020,2648,Hy-Vee #4 / WDM,555 S 51st St,West Des Moines,50265,POINT (-93.773557 41.561197),77,POLK,1051100,American Brandies,125,CEDAR RIDGE VINEYARDS LL,52216,Cedar Ridge Brandy,6,750,20,30,3,90,2.25,0.59
5981,INV-24293900168,02-01-2020,2648,Hy-Vee #4 / WDM,555 S 51st St,West Des Moines,50265,POINT (-93.773557 41.561197),77,POLK,1012200,Scotch Whiskies,322,Prestige Wine & Spirits Group,4959,Glen Moray,6,750,24.84,37.26,6,180,4.5,1.18
5982,INV-24306200049,02-01-2020,4296,Circle B Market,111 Main St,Keosauqua,52565,POINT (-91.962466 40.7294),89,VAN BUREN,1062400,Spiced Rum,259,Heaven Hill Brands,43028,Admiral Nelson Spiced Rum,6,1750,11.55,17.33,2,34.66,3.5,0.92
5983,INV-24304100071,02-01-2020,5314,Tobacco Hut & Liquor,3134 Manawa Center Dr. # 9,Council Bluffs,51501,POINT (-95.847514 41.228712),78,POTTAWATTA,1082000,Imported Cordials & Liqueurs,259,Heaven Hill Brands,65194,Hpnotiq,12,375,6.49,9.74,1,9.74,0.37,0.09
5984,INV-24295000011,02-01-2020,3773,Benz Distributing,501 7th Ave SE,Cedar Rapids,52401,POINT (-91.659875 41.97574),57,LINN,1082200,Imported Schnapps,421,SAZERAC COMPANY  INC,69637,Dr McGillicuddys Cherry,12,1000,11,16.5,24,396,24,6.34
5985,INV-24311500002,02-01-2020,4239,Fareway Stores #850 / Spirit Lake,1906 Keokuk,Spirit Lake,51360,POINT (-95.106219 43.42157),30,DICKINSON,1032100,Imported Vodkas,115,CONSTELLATION BRANDS INC,34820,Svedka 80prf,12,750,8.25,12.38,2,24.76,1.5,0.39
5986,INV-24297600005,02-01-2020,4970,Jeff's Market / West Liberty,"200, E 3rd St",West Liberty,52776,POINT (-91.26158700000002 41.569916),70,MUSCATINE,1052100,Imported Brandies,420,MOET HENNESSY USA,48105,Hennessy VS,12,375,10.99,16.49,3,48.33,1.12,0.29
5987,INV-24307000012,02-01-2020,3726,Wal-Mart 1285 / Ottumwa,1940 Venture Dr,Ottumwa,52501,POINT (-92.456896 41.01455),90,WAPELLO,1032100,Imported Vodkas,115,CONSTELLATION BRANDS INC,34820,Svedka 80prf,12,750,8.25,12.38,12,148.56,9,2.37
5988,INV-24291900044,02-01-2020,4405,KUM & GO #92 / ANKENY,1025 E  1st St,Ankeny,50021,POINT (-93.58166 41.731869),77,POLK,1011400,Tennessee Whiskies,85,Brown Forman Corp.,26820,Jack Daniels Old #7 Black Label Flat,24,375,7.5,11.25,6,67.5,2.25,0.59
5989,INV-24304100001,02-01-2020,5314,Tobacco Hut & Liquor,3134 Manawa Center Dr. # 9,Council Bluffs,51501,POINT (-95.847514 41.228712),78,POTTAWATTA,1022100,Mixto Tequila,395,PROXIMO,89196,Jose Cuervo Especial Reposado,12,750,11.07,16.61,1,16.61,0.75,0.19
5990,INV-24294900188,02-01-2020,2647,Hy-Vee #7 / Cedar Rapids,5050 Edgewood Rd,Cedar Rapids,52411,POINT (-91.701581 42.030129),57,LINN,1031200,American Flavored Vodka,260,DIAGEO AMERICAS,77698,Smirnoff Orange,12,750,8.25,12.38,12,148.56,9,2.37
5991,INV-24306300067,02-01-2020,5257,MAD Ave Quik Shop,"405, Madison Ave",Ottumwa,52501,POINT (-93.619787 41.60566),90,WAPELLO,1081400,American Schnapps,65,Jim Beam Brands,82607,Dekuyper Sour Apple Pucker,12,1000,7.87,11.81,12,141.72,12,3.17
5992,INV-24312000033,02-01-2020,4193,Hartley Wine And Spirits,361  3rd St NW,Hartley,51346,POINT (-95.482442 43.184882),71,OBRIEN,1031200,American Flavored Vodka,229,DEHNER DISTILLERY,73607,Dehner Distillery Hemp Infused,12,750,8.5,12.75,1,12.75,0.75,0.19
5993,INV-24292700028,02-01-2020,4810,Kum & Go #518 / Ankeny,3603 NE Otterview Circle,Ankeny,50021,POINT (-93.572458 41.760989),77,POLK,1082000,Imported Cordials & Liqueurs,192,"Mast-Jagermeister US, Inc",65254,Jagermeister Liqueur,24,375,6.52,9.78,3,29.34,1.12,0.29
5994,INV-24303800048,02-01-2020,2629,Hy-Vee Food Store #2 / Council Bluffs,1745 Madison Ave,Council Bluffs,51503,POINT (-95.825137 41.242732),78,POTTAWATTA,1022200,100% Agave Tequila,434,LUXCO INC,89182,El Mayor Reposado,6,750,13.5,20.25,6,121.5,4.5,1.18
5995,INV-24306800037,02-01-2020,2543,Hy-Vee Food Store #1 / Ottumwa,1025 North Quincy Ave,Ottumwa,52501,POINT (-92.438463 41.01558),90,Wapello,1031100,American Vodkas,434,LUXCO INC,36304,Hawkeye Vodka,24,375,1.86,2.79,8,22.32,3,0.79
